term,n,freq,doc_freq,PMI,LRent,in_reference,status
những dịch vụ,3,4,4,6.712,9.926,False,new
cho khách hàng,3,23,15,7.264,11.321,False,new
khách hàng sử,3,5,4,7.552,5.889,False,new
hàng sử dụng,3,5,4,7.017,9.793,False,new
được truyền thông,3,4,4,6.347,9.079,False,new
truyền thông và,3,12,11,6.826,11.615,False,new
sẽ tạo ra,3,14,14,6.217,10.773,False,new
để dẫn dắt,3,5,5,10.746,9.286,False,new
và đôi khi,3,5,5,6.082,12.954,False,new
đôi khi là,3,3,3,5.853,9.464,False,new
sinh thái của,3,8,7,7.076,9.841,False,new
nhắc đến một,3,3,3,6.764,8.439,False,new
"câu chuyện này,",3,6,4,10.133,9.07,False,new
đã không có,3,5,5,2.848,10.904,False,new
là không đủ,3,3,3,5.062,10.073,False,new
không đủ để,3,6,6,6.55,11.55,False,new
"trong cuộc sống,",3,4,4,9.188,9.599,False,new
bên liên quan,3,3,3,8.967,8.268,False,new
Để làm được,3,5,5,7.416,10.112,False,new
"được điều này,",3,3,3,6.2,10.783,False,new
đủ lớn để,3,3,2,7.457,9.417,False,new
lợi ích này,3,3,3,9.375,8.753,False,new
một ai đó,3,3,2,6.833,9.289,False,new
khi cho phép,3,3,3,6.425,9.258,False,new
cho phép khách,3,7,7,8.365,8.886,False,new
phép khách hàng,3,6,6,9.121,6.367,False,new
khách hàng được,3,3,3,5.265,10.345,False,new
bản thân mình,3,10,8,9.325,8.911,False,new
trong khi mình,3,4,4,4.817,11.133,False,new
lợi ích từ,3,4,3,9.457,9.82,False,new
tôi hiểu rằng,3,3,3,9.137,8.709,False,new
là một sự,3,17,16,4.239,10.809,False,new
một giai đoạn,3,3,3,9.011,9.399,False,new
chi phí của,3,4,4,7.185,11.018,False,new
mà khách hàng,3,3,2,6.563,10.983,False,new
nhận được là,3,3,3,3.412,10.487,False,new
là những khách,3,3,3,4.027,8.287,False,new
số tiền đó,3,4,4,7.39,8.58,False,new
của dịch vụ,3,5,4,6.206,11.65,False,new
tiện lợi và,3,7,7,8.357,10.272,False,new
ai là người,3,3,2,5.229,8.914,False,new
thể tìm thấy,3,5,5,7.526,7.352,False,new
nhiều cách khác,3,3,3,6.681,8.84,False,new
đó hay không?,3,3,3,10.101,8.105,False,new
và thường xuyên,3,4,4,8.12,10.839,False,new
mà họ muốn,3,5,5,8.266,10.92,False,new
chắc chắn không,3,4,4,9.276,9.108,False,new
giá trị mà,3,3,3,7.26,8.944,False,new
thông qua việc,3,8,8,7.505,10.869,False,new
khách hàng không,3,13,6,6.756,9.292,False,new
cho họ những,3,4,4,4.744,11.746,False,new
quan trọng hơn,3,11,11,8.428,9.374,False,new
để bổ sung,3,5,3,11.291,9.757,False,new
có trường hợp,3,5,5,5.279,10.02,False,new
một tài khoản,3,5,5,7.873,8.641,False,new
chi phí phải,3,3,3,8.768,10.286,False,new
"lần, trong khi",3,4,4,8.309,8.262,False,new
quản lý vận,3,3,2,9.615,6.615,False,new
lý vận hành,3,3,2,8.283,7.498,False,new
phải là không,3,3,3,3.428,9.326,False,new
không có những,3,11,10,3.463,11.336,False,new
những đơn vị,3,6,6,7.601,8.669,False,new
sử dụng những,3,8,7,6.483,9.963,False,new
tương tự để,3,3,3,6.874,10.378,False,new
kém chất lượng,3,3,3,10.09,8.139,False,new
cũng đã từng,3,4,4,5.687,10.866,False,new
là các đơn,3,3,3,4.524,8.344,False,new
đã tuyên bố,3,4,4,9.484,10.679,False,new
được sử dụng,3,36,31,7.738,11.259,False,new
những điều kiện,3,5,5,6.483,9.982,False,new
sản phẩm dịch,3,6,4,7.453,7.949,False,new
phẩm dịch vụ,3,6,4,8.325,6.274,False,new
phí cho một,3,3,3,5.317,7.243,False,new
cho một người,3,3,3,2.829,11.395,False,new
ra những quyết,3,3,3,5.488,7.221,False,new
những quyết định,3,6,6,6.914,10.026,False,new
sự hỗ trợ,3,16,14,9.54,9.445,False,new
hỗ trợ của,3,14,13,8.146,10.628,False,new
Một yếu tố,3,5,5,11.055,10.059,False,new
là khả năng,3,14,14,6.91,10.882,False,new
vào hệ thống,3,9,9,7.961,10.559,False,new
những ứng dụng,3,10,8,6.83,10.29,False,new
phòng khách sạn,3,4,4,11.803,7.458,False,new
được tình trạng,3,4,4,8.056,9.824,False,new
sẽ ra sao?,3,5,3,9.288,8.392,False,new
của sản phẩm,3,19,16,5.835,11.672,False,new
sản phẩm cung,3,3,3,7.481,6.219,False,new
phẩm cung cấp,3,3,3,8.353,6.189,False,new
này là không,3,4,4,3.188,10.336,False,new
từ rất lâu,3,4,4,8.075,9.294,False,new
giai đoạn cuối,3,6,5,12.046,5.499,False,new
này là một,3,10,10,3.821,10.933,False,new
là một ý,3,5,5,4.508,9.48,False,new
một ý tưởng,3,8,8,8.145,9.094,False,new
ứng dụng cũng,3,3,3,6.363,8.27,False,new
không chỉ cần,3,3,2,5.657,10.671,False,new
và cũng không,3,4,4,2.9,12.017,False,new
những hạn chế,3,3,3,8.219,8.923,False,new
người quản lý,3,3,3,7.39,9.649,False,new
lần khởi nghiệp,3,5,3,9.473,9.731,False,new
và bắt đầu,3,10,10,5.983,10.977,False,new
bắt đầu lại,3,9,4,7.484,10.139,False,new
đầu lại từ,3,5,4,5.226,10.47,False,new
từ vị trí,3,6,5,7.764,10.008,False,new
ông Trần Tuấn,3,3,2,11.888,8.006,False,new
công ty như,3,7,5,6.256,11.199,False,new
Giám đốc Trung,3,10,7,12.619,6.327,False,new
đốc Trung tâm,3,10,7,11.058,5.379,False,new
nhân viên của,3,9,8,5.855,10.447,False,new
dành nhiều thời,3,8,8,7.918,8.087,False,new
ở bên ngoài,3,5,5,8.981,11.09,False,new
nhưng đã có,3,5,4,3.987,10.936,False,new
và không thể,3,5,4,2.999,12.664,False,new
không đạt được,3,6,5,5.215,11.77,False,new
đạt được những,3,17,16,6.079,10.232,False,new
không cảm thấy,3,5,5,6.742,10.932,False,new
dành cho mình.,3,3,3,8.13,9.914,False,new
là một nhân,3,4,4,3.746,10.216,False,new
và lan tỏa,3,3,3,10.274,9.903,False,new
người xung quanh.,3,5,4,12.617,7.38,False,new
một người bố,3,3,2,5.175,9.335,False,new
những câu chuyện,3,32,22,9.394,9.413,False,new
tại một sự,3,3,3,3.965,11.08,False,new
một sự kiện,3,23,20,6.992,10.029,False,new
Dưới đây là,3,39,38,10.694,9.455,False,new
cuộc sống để,3,4,4,7.271,9.862,False,new
đưa ra kết,3,6,6,7.45,7.533,False,new
sống của mình,3,3,3,5.82,8.206,False,new
trả lời của,3,4,3,7.655,10.051,False,new
bản thân về,3,4,4,7.683,9.806,False,new
của mình trong,3,15,14,4.741,11.452,False,new
là học sinh,3,7,7,5.308,10.548,False,new
học sinh giỏi,3,10,5,10.642,7.489,False,new
Ảnh minh họa.,3,5,3,16.02,5.623,False,new
"không thay đổi,",3,6,6,10.252,9.059,False,new
là gì? Là,3,3,3,10.883,8.73,False,new
của tôi là,3,5,5,3.483,12.373,False,new
là Chủ tịch,3,4,4,8.786,9.366,False,new
sẽ trả lời,3,5,5,8.877,10.064,False,new
trả lời câu,3,5,5,10.817,5.746,False,new
lời câu hỏi,3,5,5,10.839,7.696,False,new
một ví dụ,3,11,11,11.524,7.637,False,new
ví dụ về,3,4,4,11.441,8.738,False,new
của Trái Đất,3,7,4,10.415,9.873,False,new
Trái Đất trong,3,5,5,10.602,8.439,False,new
được tạo nên,3,7,4,6.154,11.237,False,new
tạo nên từ,3,3,3,6.132,9.84,False,new
minh họa. Nguồn:,3,3,3,15.45,5.409,False,new
trao đổi chất,3,4,3,9.64,5.728,False,new
nên có khả,3,4,4,6.297,4.773,False,new
trở nên rất,3,3,3,7.35,9.058,False,new
loài động vật,3,14,11,11.513,7.149,False,new
lý do dẫn,3,4,3,8.92,6.622,False,new
chính là lý,3,7,7,5.619,10.139,False,new
loài khủng long,3,3,3,16.208,5.489,False,new
hoàn thành được,3,4,4,5.695,10.996,False,new
mình mong muốn.,3,3,3,12.772,6.48,False,new
một doanh nghiệp.,3,3,2,7.558,9.173,False,new
tỷ lệ phần,3,3,3,9.16,9.357,False,new
lệ phần trăm,3,3,3,11.493,5.451,False,new
khi con số,3,3,3,5.803,10.832,False,new
số tuyệt đối,3,3,3,8.591,7.074,False,new
lãi trước thuế,3,7,4,11.792,7.317,False,new
hơn tỷ đồng.,3,7,7,9.8,9.465,False,new
là con số,3,10,8,5.807,11.18,False,new
không liên quan,3,5,5,6.914,9.287,False,new
mà người ta,3,4,4,5.978,9.932,False,new
Đây không chỉ,3,4,4,6.4,10.183,False,new
"đang phát triển,",3,8,8,10.911,8.703,False,new
thì khả năng,3,3,3,7.457,11.296,False,new
thành công chỉ,3,3,3,4.892,9.264,False,new
trạng thái tâm,3,3,2,10.864,6.605,False,new
bạn cảm thấy,3,8,7,8.373,9.792,False,new
và cho rằng,3,3,3,4.112,12.172,False,new
không thành công,3,7,7,4.616,9.375,False,new
thành công thì,3,4,4,5.478,9.863,False,new
tôi có thể,3,7,6,4.974,9.202,False,new
hạnh phúc khi,3,3,3,11.426,9.286,False,new
cơ thể mình.,3,4,4,7.776,9.291,False,new
áp dụng vào,3,5,5,7.976,9.408,False,new
những lùm xùm,3,5,5,15.455,6.78,False,new
hồi đầu năm,3,4,4,6.594,9.107,False,new
đầu năm đến,3,10,8,5.087,10.241,False,new
mới đây đã,3,7,7,6.376,10.772,False,new
hiện trên một,3,3,3,4.361,9.248,False,new
Việt Nam. Trong,3,7,7,8.934,8.694,False,new
được vốn triệu,3,3,3,7.167,9.917,False,new
thời điểm này.,3,5,4,7.708,9.672,False,new
"đây, chúng tôi",3,3,3,8.778,7.298,False,new
chúng tôi xin,3,3,3,9.671,8.223,False,new
tưởng chừng như,3,7,7,12.086,8.767,False,new
chỉ dành cho,3,3,3,6.404,10.338,False,new
dành cho những,3,18,18,6.913,10.55,False,new
vào cuối năm,3,27,23,7.807,10.884,False,new
"Năm 2019, chúng",3,3,3,11.07,7.08,False,new
doanh thu của,3,10,9,6.17,10.268,False,new
tôi sử dụng,3,4,3,7.432,9.176,False,new
để nâng cấp,3,4,4,7.848,11.329,False,new
"về công nghệ,",3,5,5,7.919,9.867,False,new
mở rộng mạng,3,3,3,10.306,8.013,False,new
"Vì vậy, chúng",3,3,2,10.719,6.424,False,new
đầu tư trong,3,8,8,5.717,9.699,False,new
cơ sở hạ,3,37,14,12.39,6.6,False,new
sở hạ tầng,3,35,12,14.571,7.538,False,new
khi nhận được,3,8,8,5.231,11.233,False,new
nhận được khoản,3,3,3,6.906,8.433,False,new
được khoản đầu,3,3,2,6.223,9.598,False,new
và tăng doanh,3,3,3,4.695,10.188,False,new
tăng doanh thu,3,5,4,7.662,8.874,False,new
có thể kiếm,3,6,5,6.404,9.607,False,new
về mặt thống,3,3,2,7.315,10.664,False,new
điều đó không,3,4,3,5.764,9.549,False,new
không xảy ra,3,4,4,6.791,10.844,False,new
mà là một,3,3,3,3.294,11.386,False,new
hay sử dụng,3,4,4,7.624,11.568,False,new
sử dụng cho,3,5,5,6.127,9.759,False,new
đầu tư mạo,3,8,6,10.849,6.831,False,new
tư mạo hiểm,3,5,3,13.461,5.767,False,new
nhận được rất,3,9,9,6.141,8.818,False,new
được rất nhiều,3,27,27,6.475,11.198,False,new
rất nhiều sự,3,10,8,6.28,10.447,False,new
tôi không phải,3,4,4,5.645,9.134,False,new
không phải người,3,6,5,4.613,10.985,False,new
người duy nhất,3,4,4,7.034,8.959,False,new
đặt niềm tin,3,4,4,10.374,9.201,False,new
kinh tế Việt,3,11,8,8.062,6.709,False,new
thế giới đều,3,3,3,7.39,8.543,False,new
đến Việt Nam,3,7,7,6.088,10.505,False,new
và Đông Nam,3,3,3,6.565,12.337,False,new
ngày càng có,3,3,3,6.082,9.454,False,new
càng có nhiều,3,5,5,6.016,8.438,False,new
nhiều tranh cãi,3,4,3,10.987,7.967,False,new
gì đã xảy,3,6,6,8.778,4.232,False,new
đã xảy ra,3,15,15,7.952,11.187,False,new
xảy ra với,3,9,8,7.23,9.385,False,new
doanh nghiệp như,3,3,3,6.133,10.117,False,new
lời khuyên cho,3,3,3,10.349,8.454,False,new
khuyên cho các,3,3,3,7.624,6.958,False,new
muốn chứng minh,3,4,3,10.22,8.131,False,new
nên nghi ngờ,3,3,2,11.754,8.266,False,new
sẽ có rất,3,9,9,4.908,9.958,False,new
nhiều người có,3,4,4,3.32,9.382,False,new
vẫn tin rằng,3,4,4,8.218,10.404,False,new
trả lời cho,3,4,4,8.392,9.155,False,new
vấn đề mà,3,3,3,8.017,8.497,False,new
vì nó có,3,3,3,6.278,9.964,False,new
giải quyết các,3,16,12,7.449,10.064,False,new
quyết các vấn,3,12,9,8.305,5.883,False,new
vấn đề khác,3,6,6,9.168,7.723,False,new
quá tự tin,3,3,3,8.131,9.505,False,new
tự tin vào,3,3,3,6.842,9.898,False,new
điểm của mình,3,3,2,4.705,9.248,False,new
của mình và,3,10,10,3.946,13.357,False,new
khiến mọi người,3,6,6,7.423,9.916,False,new
giá trị cộng,3,3,3,8.835,6.462,False,new
gian và công,3,5,5,4.419,5.051,False,new
và công sức,3,5,5,4.909,10.796,False,new
bỏ ra để,3,3,3,6.486,9.382,False,new
phát triển sản,3,8,6,7.414,6.931,False,new
vào tâm lý,3,3,3,6.927,10.541,False,new
chứng minh rằng,3,7,7,10.451,9.332,False,new
rằng mọi người,3,3,3,6.908,8.767,False,new
đó có thể,3,9,9,5.052,9.778,False,new
nhiều năng lượng,3,5,5,6.515,9.762,False,new
năng lượng để,3,4,4,6.159,8.657,False,new
để giải quyết,3,17,13,8.151,9.166,False,new
dễ chịu cho,3,3,2,8.564,9.666,False,new
cho bản thân,3,10,10,7.804,10.818,False,new
cho tất cả,3,20,19,8.447,11.244,False,new
cả những người,3,10,10,5.19,9.271,False,new
những người đồng,3,4,3,4.387,9.492,False,new
đồng hành với,3,5,5,5.742,10.351,False,new
Các nhà đầu,3,5,5,7.048,9.407,False,new
mất rất nhiều,3,4,4,8.077,9.461,False,new
các cổ đông,3,3,2,7.8,9.207,False,new
có nhiều người,3,5,5,3.502,10.842,False,new
tài chính như,3,4,4,6.441,11.025,False,new
hoặc thậm chí,3,8,8,11.363,10.252,False,new
đồng hành cùng,3,21,18,8.433,9.972,False,new
có những chi,3,3,3,4.59,7.966,False,new
những chi phí,3,5,5,8.055,9.328,False,new
và đó cũng,3,4,4,4.211,11.432,False,new
đó cũng là,3,9,9,5.081,10.11,False,new
lập một công,3,4,3,5.532,6.586,False,new
quá dư dả,3,3,2,15.739,6.01,False,new
được hỏi về,3,7,6,6.842,11.487,False,new
đó là việc,3,5,5,5.053,9.985,False,new
thành lập một,3,3,3,5.931,9.98,False,new
thực tế là,3,6,6,5.942,10.987,False,new
khi đạt được,3,3,3,5.126,11.233,False,new
thành công nhất,3,10,10,5.803,8.766,False,new
và có sự,3,9,9,3.147,12.298,False,new
doanh nghiệp không,3,5,4,5.915,8.957,False,new
phát triển đến,3,3,3,6.238,10.479,False,new
một quy mô,3,3,3,7.814,7.874,False,new
mất nhiều thời,3,4,4,7.877,7.057,False,new
để đạt được,3,13,13,6.3,12.21,False,new
với thế giới,3,12,12,6.303,10.37,False,new
hàng trăm triệu,3,4,4,9.961,8.451,False,new
"Trên thực tế,",3,16,16,12.671,8.793,False,new
"thực tế, các",3,3,3,7.174,10.592,False,new
nhiều người hiểu,3,3,3,6.403,8.729,False,new
cách duy nhất,3,4,3,8.485,8.119,False,new
duy nhất để,3,8,7,7.925,10.044,False,new
để xây dựng,3,11,10,9.627,10.873,False,new
thực sự không,3,3,3,4.719,10.007,False,new
phải là cách,3,3,3,4.967,9.887,False,new
muốn đạt được,3,3,3,6.824,9.74,False,new
là đảm bảo,3,6,5,7.824,9.275,False,new
rằng nếu có,3,3,3,6.9,8.343,False,new
gì xảy ra,3,3,3,8.709,8.388,False,new
Tôi có thể,3,4,4,6.14,10.24,False,new
và không phải,3,4,4,3.474,12.596,False,new
vào bất kỳ,3,3,3,7.263,9.669,False,new
bất kỳ ai,3,5,5,9.87,8.834,False,new
có thể xoay,3,4,4,6.984,6.908,False,new
Trong vài năm,3,3,3,7.861,11.205,False,new
"ở Việt Nam,",3,13,13,8.95,10.576,False,new
"Việt Nam, và",3,3,3,6.172,11.646,False,new
tôi là người,3,3,3,3.934,8.823,False,new
"Trong tương lai,",3,4,4,11.396,8.869,False,new
tôi muốn có,3,3,2,6.069,8.399,False,new
nghiệp của mình.,3,4,4,6.507,6.761,False,new
"nói ""Khách hàng",3,4,2,12.375,9.909,False,new
"""Khách hàng là",3,6,2,10.102,6.451,False,new
hàng là Thượng,3,6,2,9.104,6.582,False,new
"là Thượng Đế"",",3,4,2,14.539,6.386,False,new
ít doanh nghiệp,3,4,3,8.286,9.007,False,new
nghiệp có thể,3,5,5,4.661,7.425,False,new
đặt khách hàng,3,7,5,8.377,9.402,False,new
khách hàng là,3,11,7,6.065,10.272,False,new
thường tập trung,3,6,4,9.493,8.092,False,new
"vào việc ""Tôi",3,4,2,8.842,8.574,False,new
"việc ""Tôi có",3,4,2,7.81,8.854,False,new
"""Tôi có sản",3,4,2,7.735,5.465,False,new
có sản phẩm,3,12,6,5.69,10.852,False,new
"sản phẩm A,",3,4,2,10.818,6.486,False,new
"phẩm A, làm",3,4,2,10.904,6.126,False,new
"A, làm sao",3,4,2,12.167,6.55,False,new
làm sao bán,3,4,2,8.464,9.398,False,new
sao bán được,3,4,2,7.268,9.473,False,new
bán được cho,3,4,2,4.778,9.93,False,new
được cho khách,3,6,4,4.935,8.397,False,new
"cho khách hàng?"",",3,4,2,11.131,6.929,False,new
"khách hàng?"", chứ",3,4,2,14.665,5.889,False,new
"hàng?"", chứ không",3,4,2,12.948,4.835,False,new
chứ không nhìn,3,6,4,9.229,8.391,False,new
không nhìn được,3,4,2,5.15,11.77,False,new
nhìn được vào,3,4,2,5.699,9.181,False,new
được vào câu,3,4,2,5.673,7.644,False,new
vào câu chuyện,3,8,4,8.725,10.213,False,new
"câu chuyện ""Tôi",3,4,2,11.784,7.031,False,new
"chuyện ""Tôi có",3,4,2,9.09,7.16,False,new
"""Tôi có khách",3,4,2,8.581,6.172,False,new
có khách hàng,3,5,3,5.426,10.767,False,new
"khách hàng A,",3,4,2,11.327,6.383,False,new
bán được sản,3,4,2,5.681,6.567,False,new
được sản phẩm,3,10,8,5.767,10.917,False,new
sản phẩm gì,3,5,3,7.541,9.089,False,new
phẩm gì cho,3,4,2,6.457,6.433,False,new
ông Trung Huỳnh,3,6,4,11.611,7.947,False,new
cựu Giám đốc,3,7,5,14.389,7.419,False,new
Giám đốc công,3,12,10,10.754,6.876,False,new
đốc công nghệ,3,9,7,8.259,5.893,False,new
của The Coffee,3,6,4,9.113,7.663,False,new
The Coffee House,3,68,6,16.161,7.765,False,new
ở The Coffee,3,4,2,10.355,7.179,False,new
The Coffee House.,3,4,4,16.175,5.274,False,new
sẻ tại hội,3,4,4,8.006,5.74,False,new
tại hội thảo,3,4,4,9.482,9.217,False,new
hội thảo trực,3,3,3,11.158,4.543,False,new
lợi thế cạnh,3,6,6,8.81,7.337,False,new
thế cạnh tranh,3,6,6,9.197,8.52,False,new
cạnh tranh cho,3,3,3,7.588,7.919,False,new
tranh cho doanh,3,3,3,6.664,6.022,False,new
doanh nghiệp F&B,3,5,5,11.064,6.507,False,new
dựa trên nền,3,5,5,9.663,6.425,False,new
do Hiệp hội,3,6,6,10.828,10.082,False,new
phối hợp cùng,3,15,14,10.301,8.046,False,new
đồng tổ chức,3,11,11,9.024,9.435,False,new
tổ chức mới,3,4,4,7.964,8.633,False,new
"chức mới đây,",3,4,4,9.033,5.969,False,new
cho biết khi,3,3,3,5.341,12.063,False,new
năm đầu tiên,3,6,6,5.982,9.108,False,new
mới chỉ có,3,6,6,5.017,10.128,False,new
chỉ có khoảng,3,4,4,5.904,9.292,False,new
"hàng, The Coffee",3,4,2,13.084,3.094,False,new
Coffee House đã,3,6,4,11.172,5.808,False,new
đã quan tâm,3,3,3,6.101,10.816,False,new
tới câu chuyện,3,3,3,8.697,9.37,False,new
câu chuyện chuyển,3,4,4,9.637,7.692,False,new
chuyện chuyển đổi,3,4,4,9.045,6.832,False,new
chuyển đổi số.,3,14,9,12.226,8.122,False,new
doanh nghiệp bán,3,5,5,7.813,8.363,False,new
nghiệp bán lẻ,3,4,4,10.324,5.584,False,new
hàng là trung,3,4,4,5.448,7.698,False,new
họ trở thành,3,4,4,7.247,8.731,False,new
trọng tâm của,3,3,3,6.033,8.709,False,new
của tất cả,3,13,10,7.304,11.511,False,new
cả hoạt động,3,3,3,6.963,9.365,False,new
động bán hàng,3,3,3,6.49,8.506,False,new
động của doanh,3,4,4,4.34,6.483,False,new
của doanh nghiệp.,3,12,12,8.124,10.85,False,new
Đơn cử như,3,4,4,11.58,9.202,False,new
cử như việc,3,3,3,7.752,8.034,False,new
doanh nghiệp khác,3,5,4,7.566,8.259,False,new
thu thập dữ,3,7,7,12.238,4.918,False,new
thập dữ liệu,3,7,7,12.695,7.608,False,new
phân tích dữ,3,10,6,10.997,5.207,False,new
tích dữ liệu,3,10,7,11.171,8.784,False,new
dữ liệu để,3,4,4,8.877,9.79,False,new
để phục vụ,3,27,22,9.315,11.414,False,new
hành vi của,3,7,7,7.076,10.251,False,new
là điều quan,3,7,7,5.719,9.097,False,new
"quan trọng nhất,",3,4,4,9.743,8.988,False,new
một hệ thống,3,18,14,7.898,9.806,False,new
kinh doanh hiệu,3,3,3,7.112,9.191,False,new
một đơn hàng,3,4,2,6.241,9.91,False,new
đơn hàng của,3,6,4,5.965,10.761,False,new
hàng của khách,3,3,3,4.735,6.931,False,new
đã tiết lộ,3,5,5,8.881,10.076,False,new
tiết lộ rất,3,4,4,9.976,7.875,False,new
lộ rất nhiều,3,4,4,8.247,8.1,False,new
rất nhiều thông,3,4,2,6.273,8.606,False,new
họ mua hàng,3,4,2,8.076,9.513,False,new
"đi một mình,",3,3,3,7.729,9.759,False,new
đến The Coffee,3,10,2,10.84,6.455,False,new
hàng này có,3,4,2,4.1,9.016,False,new
thể nói lên,3,3,3,6.753,7.263,False,new
hành vi tiêu,3,6,6,9.247,8.002,False,new
vi tiêu dùng,3,6,6,9.347,8.751,False,new
tiêu dùng của,3,5,5,5.636,9.812,False,new
khách hàng để,3,3,3,5.895,10.126,False,new
có thể tạo,3,19,18,5.642,9.765,False,new
thể tạo nên,3,7,6,6.773,7.736,False,new
sản phẩm tốt,3,18,11,8.417,8.089,False,new
phẩm tốt hơn,3,3,3,7.025,6.056,False,new
tốt hơn cho,3,11,11,6.897,10.104,False,new
nhóm khách hàng,3,16,4,9.756,9.074,False,new
khách hàng tại,3,4,4,6.419,9.776,False,new
đó. Chúng ta,3,4,4,11.522,7.01,False,new
có thể biết,3,7,7,5.492,10.533,False,new
những đánh giá,3,5,5,6.381,9.317,False,new
đánh giá tiêu,3,3,3,7.593,8.303,False,new
giá tiêu cực,3,3,3,8.027,8.085,False,new
có một đội,3,4,2,4.745,9.17,False,new
"The Coffee House,",3,8,6,16.07,6.162,False,new
hàng sẽ nhận,3,3,3,5.318,8.761,False,new
một yêu cầu,3,4,4,7.077,9.483,False,new
để đánh giá,3,5,5,6.853,10.806,False,new
nghiệm của mình,3,5,5,6.116,6.152,False,new
của mình tại,3,12,9,5.519,11.877,False,new
Không chỉ dừng,3,5,5,10.654,7.336,False,new
khách hàng có,3,14,14,6.342,9.136,False,new
hiểu khách hàng,3,7,4,9.02,8.748,False,new
hàng không hài,3,6,2,7.595,7.183,False,new
không hài lòng,3,9,5,10.233,9.838,False,new
hài lòng về,3,5,3,10.358,9.592,False,new
lòng về chuyện,3,4,2,9.153,7.933,False,new
"về chuyện gì,",3,4,2,10.424,9.11,False,new
sẽ giải quyết,3,4,3,6.751,8.656,False,new
giải quyết câu,3,4,4,8.69,6.486,False,new
quyết câu chuyện,3,4,4,9.741,8.417,False,new
khiến khách hàng,3,4,4,7.612,9.841,False,new
trả lời được,3,5,5,8.367,9.793,False,new
người đến The,3,6,2,6.78,8.179,False,new
Coffee House tìm,3,4,2,12.933,3.514,False,new
một chỗ ngồi,3,3,3,10.921,8.403,False,new
Có người đến,3,4,2,6.573,10.498,False,new
"bạn bè, người",3,5,5,9.996,9.845,False,new
sẽ phân loại,3,3,3,7.813,10.301,False,new
phân loại nhóm,3,3,3,10.348,8.586,False,new
khách hàng này,3,5,3,6.483,9.055,False,new
với sản phẩm,3,27,20,6.686,10.922,False,new
phẩm của mình.,3,8,7,6.86,6.0,False,new
thu thập được,3,4,4,8.499,9.904,False,new
ta sẽ biết,3,4,4,7.076,6.878,False,new
khách hàng ở,3,5,5,6.719,9.8,False,new
ở khu vực,3,16,15,9.518,11.165,False,new
đó thay đổi,3,3,3,7.85,8.647,False,new
thay đổi cách,3,9,7,8.994,10.157,False,new
cách vận hành,3,3,3,8.214,8.362,False,new
phục vụ các,3,5,5,7.129,9.214,False,new
các nhóm khách,3,8,3,8.008,7.796,False,new
khách hàng quan,3,6,4,7.396,7.862,False,new
mọi người cũng,3,6,6,6.002,8.807,False,new
cũng cảm thấy,3,4,4,7.023,11.136,False,new
ở đây là,3,14,11,6.235,11.888,False,new
hàng quan tâm,3,4,4,7.185,8.927,False,new
khu vực đó,3,3,3,8.572,8.352,False,new
có thể chụp,3,14,10,7.177,8.991,False,new
thể chụp ảnh,3,8,6,8.459,6.861,False,new
"của khách hàng,",3,8,8,8.226,10.617,False,new
sẽ đánh dấu,3,5,5,8.632,8.225,False,new
rằng khách hàng,3,4,3,7.656,8.693,False,new
này có những,3,4,4,3.161,10.955,False,new
và tối ưu,3,8,7,8.648,10.006,False,new
hoạt động ở,3,3,3,6.529,9.676,False,new
cá nhân hóa,3,9,8,10.073,9.385,False,new
"khách hàng"", ông",3,4,4,12.971,9.432,False,new
"hàng"", ông Trung",3,4,4,13.472,3.444,False,new
dữ liệu của,3,11,11,8.592,10.267,False,new
hàng sau khi,3,3,3,5.758,10.108,False,new
sơ hành vi,3,4,2,10.969,5.386,False,new
hành vi này,3,4,4,7.948,8.703,False,new
này sẽ bao,3,3,3,5.877,7.701,False,new
sẽ bao gồm,3,9,8,8.796,10.327,False,new
bao gồm nhiều,3,5,5,8.578,10.323,False,new
nhiều thông tin,3,6,6,7.012,9.531,False,new
tin về sản,3,3,3,6.114,5.125,False,new
về sản phẩm,3,10,9,6.643,10.852,False,new
tương tác với,3,18,16,7.777,10.391,False,new
điểm chạm của,3,4,4,7.284,10.604,False,new
tương tác của,3,4,4,5.927,10.855,False,new
tất cả thông,3,4,3,8.325,7.741,False,new
truyền thông của,3,4,4,5.817,10.963,False,new
của mình đối,3,4,4,5.466,9.46,False,new
mình đối với,3,3,3,5.757,9.595,False,new
đối với khách,3,3,3,5.985,7.442,False,new
"với khách hàng,",3,5,5,8.335,9.867,False,new
tạo ra để,3,3,3,5.015,9.843,False,new
"đó, có một",3,3,3,3.95,8.663,False,new
này để tìm,3,3,3,5.989,8.53,False,new
tìm ra được,3,7,7,5.965,10.393,False,new
hàng với các,3,3,3,3.278,9.757,False,new
các dữ liệu,3,6,5,8.568,10.019,False,new
dữ liệu được,3,4,4,8.247,10.009,False,new
hơn. Điều quan,3,4,4,9.774,7.896,False,new
Điều quan trọng,3,8,8,9.857,8.838,False,new
sử dụng dữ,3,3,3,8.783,5.411,False,new
dụng dữ liệu,3,3,3,9.445,6.665,False,new
lại hiệu quả,3,6,5,7.926,9.644,False,new
nhiều hơn cho,3,4,4,4.722,9.954,False,new
đổi số của,3,7,6,5.407,8.797,False,new
gồm cả việc,3,5,5,8.099,7.795,False,new
giúp The Coffee,3,4,4,11.294,5.936,False,new
không phụ thuộc,3,3,3,8.165,9.899,False,new
