term,n,freq,doc_freq,PMI,LRent,in_reference,status
Khoảng tỷ tỷ mét,4,2,2,21.916,4.917,False,new
"6/2019, Kenh14.vn đã chính",4,2,2,21.916,3.904,False,new
ngút ngàn là ba,4,3,3,21.914,4.474,False,new
"tổng đài taxi, nhưng",4,2,2,21.914,9.818,False,new
tướng cờ vua thế,4,2,2,21.914,4.072,False,new
trên chuẩn) và bet,4,2,2,21.913,5.973,False,new
thường nhỏ bé. Đó,4,2,2,21.913,5.989,False,new
"hoàn thuế GTGT, hoàn",4,2,2,21.912,7.246,False,new
thử sức leo núi,4,3,3,21.911,7.682,False,new
hơn. Ủy ban Nobel,4,2,2,21.911,7.113,False,new
viên vịnh Marina với,4,3,3,21.91,8.448,False,new
"đây. John Hopfield, một",4,2,2,21.91,7.802,False,new
thế giới Lee Sedol,4,2,2,21.91,4.488,False,new
xử lý Snapdragon X,4,4,2,21.909,6.219,False,new
vào công nghệ: 1-,4,2,2,21.908,6.673,False,new
lại. The Coffee House,4,2,2,21.908,6.339,False,new
thơ mộng để nghỉ,4,3,3,21.907,5.556,False,new
"hứng, bao gồm Nhân",4,2,2,21.907,3.665,False,new
DX đem lại biên,4,2,2,21.906,3.535,False,new
thì tốt hơn! Cuối,4,2,2,21.905,7.807,False,new
đăng cai World Cup,4,2,2,21.905,8.234,False,new
"trái đất nóng lên,",4,2,2,21.904,7.504,False,new
"bé Suhair, tháng tuổi",4,2,2,21.902,7.898,False,new
"Hy vọng rằng, nam",4,2,2,21.902,6.194,False,new
bại nhanh sửa sai,4,2,2,21.901,4.596,False,new
Đức Tài bày tỏ,4,2,2,21.901,6.135,False,new
đó tải về. 2.,4,2,2,21.901,8.392,False,new
"McMahon, biên tập viên",4,2,2,21.9,5.251,False,new
"Jacobs, biên tập viên",4,2,2,21.9,5.251,False,new
"Kane, biên tập viên",4,2,2,21.9,5.251,False,new
Chủ tịch Ủy ban,4,4,4,21.897,7.34,False,new
bố điểmthi THPT quốc,4,2,2,21.897,4.267,False,new
bóng đá David Beckham,4,2,2,21.896,7.782,False,new
"nhân loại. Song, quá",4,2,2,21.896,8.409,False,new
vỡ lở hoàn toàn,4,2,2,21.895,6.367,False,new
phố trên Sao Hỏa.,4,2,2,21.895,3.465,False,new
vòng loại Asian Cup,4,2,2,21.895,7.433,False,new
Ruth Porat cũng cho,4,2,2,21.893,5.25,False,new
vụ đặt hàng). Ông,4,2,2,21.893,6.586,False,new
"xuất hiện ởMoMochẳng hạn,",4,2,2,21.893,6.72,False,new
nhìn nhận. Bình An,4,2,2,21.893,6.355,False,new
sinh nhật Dương Dương.,4,4,2,21.892,6.037,False,new
leo núi lên đỉnh,4,3,3,21.892,6.094,False,new
Jennifer Gates làm đám,4,2,2,21.892,5.92,False,new
thách thức càng to.,4,2,2,21.892,3.142,False,new
trong bộ smartphone chủ,4,2,2,21.892,7.674,False,new
"hiệu quả. Giờ đây,",4,2,2,21.891,8.159,False,new
tiết kiệm kha khá,4,2,2,21.891,8.443,False,new
sốc. Hy vọng những,4,2,2,21.89,5.454,False,new
đáng gờm của GrabFood,4,2,2,21.89,5.451,False,new
"(TPHCM), chiến dịch lấy",4,2,2,21.89,3.989,False,new
"Bản, một đợt nắng",4,4,2,21.888,2.34,False,new
Châu Bằng và Uông,4,2,2,21.888,3.613,False,new
Mặt Trời làm mốc,4,2,2,21.887,7.2,False,new
cường nhấn chìm nơi,4,2,2,21.887,6.215,False,new
giảm giá hoá đơn.,4,2,2,21.887,5.26,False,new
Bill Gates tiết lộ,4,2,2,21.886,6.813,False,new
trào lưu dấy lên,4,2,2,21.884,7.845,False,new
"Lực, việc giữ vững",4,2,2,21.882,3.452,False,new
"dịch, VinID cung cấp",4,2,2,21.882,6.671,False,new
lồ tìm kiếm. Trong,4,2,2,21.881,3.846,False,new
ảnh hưởng. Xin cảm,4,2,2,21.881,6.465,False,new
"tính của ""Chongqing Hot",4,2,2,21.881,5.419,False,new
triệu USD… Sang đầu,4,2,2,21.88,8.04,False,new
dâng lên từ 1-2m.,4,2,2,21.88,2.507,False,new
hai dòng máu Brazil,4,2,2,21.88,7.629,False,new
Liên hoan phim Bắc,4,2,2,21.88,6.946,False,new
sai sai. Thế giới,4,2,2,21.879,8.314,False,new
"như sous-vide, sautéing và",4,2,2,21.879,12.353,False,new
kim ngạch xuất nhập,4,3,2,21.877,7.746,False,new
đích:Thấu hiểu hành vi,4,2,2,21.877,3.12,False,new
"khoản nợ, hoặc khoản",4,2,2,21.877,6.769,False,new
"thanh tra, kiểm tra",4,2,2,21.876,7.253,False,new
"lượng CO2 phát thải,",4,2,2,21.876,4.872,False,new
nói chung. VinShop thay,4,2,2,21.876,6.745,False,new
chợ xinh xắn được,4,2,2,21.876,7.92,False,new
phối hợp chặt chẽ,4,2,2,21.875,5.181,False,new
suốt “Tự hào Việt,4,2,2,21.875,4.438,False,new
Nguyệt Linh truyền tải,4,2,2,21.874,6.346,False,new
Mỹ tới châu Á:,4,3,3,21.871,3.935,False,new
Buffett gộp lại tại,4,2,2,21.871,5.315,False,new
Nhà lãnh đạo Triều,4,2,2,21.87,5.223,False,new
học phản hồi. Đặc,4,2,2,21.87,5.263,False,new
Ninh Dương Lan Ngọc,4,3,2,21.869,5.773,False,new
Trung Huỳnh cựu Giám,4,2,2,21.869,4.562,False,new
như bà Jenny Đặng,4,2,2,21.869,7.77,False,new
châu Âu (EU) tại,4,2,2,21.869,9.078,False,new
che chở do vấn,4,2,2,21.869,4.627,False,new
phố không ngủ. Du,4,3,3,21.868,2.824,False,new
khinh’. ‘Ngựa có thể,4,2,2,21.868,5.482,False,new
"yếu khi ""khai hoang",4,2,2,21.868,5.349,False,new
"tấn công. ""Theo một",4,2,2,21.868,8.605,False,new
Strip chuỗi dịch vụ,4,3,3,21.867,5.092,False,new
"Trung Đông, và bịIsrael",4,2,2,21.866,4.34,False,new
"thực phẩm, gỗ, chất",4,2,2,21.866,7.904,False,new
trước mối đe dọa,4,2,2,21.865,8.612,False,new
"dẫn của ""Lost In",4,2,2,21.865,5.748,False,new
"hoa tuyệt thế"" như",4,2,2,21.863,9.581,False,new
Dùng cột trái để,4,2,2,21.862,7.401,False,new
ngoài tầm kiểm soát.,4,2,2,21.862,5.691,False,new
bé gái sống sót,4,2,2,21.862,5.761,False,new
bà Vân chia sẻ.,4,2,2,21.86,7.753,False,new
"hỗ trợ, mặc dù",4,2,2,21.86,8.921,False,new
Tổng Giám đốc kiêm,4,2,2,21.86,7.09,False,new
kiêm Tổng Giám đốc,4,2,2,21.86,6.95,False,new
hậu thuẫn của VinShop.,4,2,2,21.86,2.151,False,new
Thoạt nghe tưởng khá,4,2,2,21.859,6.046,False,new
"giảm 60%"", ông Trần",4,2,2,21.859,8.033,False,new
nhất tại Kuala Lumpur,4,3,3,21.858,5.537,False,new
"kinh doanh"", ông Tuấn",4,2,2,21.858,7.61,False,new
sớm chìm xuống dưới,4,2,2,21.858,7.614,False,new
"khách hàng. ""Vì sao",4,2,2,21.857,9.296,False,new
Châu Á xoay quanh,4,2,2,21.857,7.7,False,new
Decacorn... Vậy mình đi,4,2,2,21.857,4.965,False,new
Ảnh: Reuters. Nhà lãnh,4,2,2,21.857,5.985,False,new
"lẻ và nhượng quyền,",4,2,2,21.856,2.609,False,new
"tháng 8/2020, Nghị định",4,2,2,21.856,9.169,False,new
ông Nguyễn Đỗ Lăng,4,3,2,21.855,7.114,False,new
tàu. Một cây làm,4,2,2,21.855,4.943,False,new
vẫn thắc mắc: tại,4,2,2,21.854,10.729,False,new
"án ""Loài Plastic"" đã",4,2,2,21.854,7.12,False,new
"thịt bò,... Không những",4,3,3,21.853,8.703,False,new
Trung Quốc. Văn hoá,4,3,3,21.853,7.504,False,new
"khoản thu khó đòi,",4,2,2,21.853,3.009,False,new
linh kiện sửa chữa,4,2,2,21.853,6.74,False,new
đậm tinh thần dám,4,2,2,21.853,6.116,False,new
"Coffee House, họ mong",4,2,2,21.85,3.086,False,new
"cao, tốn thời gian.",4,2,2,21.85,6.551,False,new
cũ. Better Choice Awards,4,3,3,21.849,6.56,False,new
triệu cổ phiếu. Sang,4,2,2,21.847,6.902,False,new
choice tại Miss World,4,2,2,21.847,2.435,False,new
bảo vệ trái đất.,4,2,2,21.847,6.037,False,new
bát dùng để ship,4,2,2,21.846,3.285,False,new
"sàng bỏ tiền, giống",4,2,2,21.845,3.218,False,new
"ở thị trấn Kramatorsk,",4,2,2,21.845,6.711,False,new
Nghiệp đoàn Diễn viên,4,2,2,21.845,6.801,False,new
hè năm 2015. Tấm,4,2,2,21.844,3.064,False,new
Đội ngũ y tế,4,3,3,21.843,8.395,False,new
Kỳ lân rồi thì,4,2,2,21.843,8.03,False,new
David Baker từ Đại,4,2,2,21.843,4.897,False,new
lục II về Danh,4,2,2,21.842,2.773,False,new
Phi. Thách thức hiện,4,2,2,21.841,5.914,False,new
"tìm kiếm chưa đúng"",",4,2,2,21.84,4.505,False,new
"giờ nào, ví dụ",4,2,2,21.839,6.432,False,new
mại Liên bang Mỹ,4,2,2,21.838,5.344,False,new
Đêm Gala trao giải,4,7,6,21.837,6.521,False,new
không thỏa mãn. Họ,4,2,2,21.837,9.539,False,new
"Quốc, Gojek của Indonesia,",4,2,2,21.836,3.207,False,new
"tỷ phú Elon Musk,",4,2,2,21.836,7.026,False,new
thỏa mãn. Họ đã,4,2,2,21.835,8.583,False,new
án 888. Bộ trưởng,4,2,2,21.835,6.184,False,new
Hơn người dân Mozambique,4,2,2,21.835,3.802,False,new
Khoảnh khắc khép lại,4,2,2,21.835,7.555,False,new
găng tay nhựa đang,4,2,2,21.835,6.44,False,new
Hoàng gia Thụy Điển,4,6,3,21.833,6.747,False,new
gửi gắm. Không phải,4,2,2,21.833,9.155,False,new
ồn trắng Tôi thích,4,2,2,21.832,6.778,False,new
trang Wikipedia tiếng Anh.,4,2,2,21.832,6.976,False,new
vào vai Yên Phá,4,2,2,21.832,7.451,False,new
chân như vại. Họ,4,2,2,21.831,7.906,False,new
Cạnh tranh cấp tỉnh,4,3,3,21.83,5.166,False,new
"chí hướng phấn đấu,",4,2,2,21.83,5.038,False,new
hàng tạp hóa. One,4,2,2,21.83,7.04,False,new
đoạt huy chương vàng,4,4,4,21.829,7.057,False,new
CEO David Millstone của,4,2,2,21.827,10.344,False,new
ngõ ngách của khu,4,2,2,21.827,3.536,False,new
"là ""lá chắn"" để",4,2,2,21.825,11.361,False,new
thải ở bãi bồi,4,2,2,21.825,4.249,False,new
"tâm lý tội phạm,",4,2,2,21.825,4.916,False,new
trưởng Trương Minh Tuấn,4,2,2,21.824,5.01,False,new
Better Choice Awards Hiệu,4,2,2,21.824,4.882,False,new
Better Choice Awards xướng,4,2,2,21.824,4.81,False,new
"thủ Hoàng Xuân Vinh,",4,2,2,21.823,5.125,False,new
Mỹ La-tinh nhằm tăng,4,2,2,21.821,7.987,False,new
"miền Đông Ukraine, ngày",4,2,2,21.821,9.122,False,new
phương đến bơi khỏa,4,2,2,21.82,4.254,False,new
"trên Now hay GrabFood,",4,2,2,21.819,7.072,False,new
tiền hao hụt quá,4,2,2,21.819,8.827,False,new
Pháp ngày 13/11/2015 Ảnh:,4,2,2,21.817,6.663,False,new
học đặc biệtvề quỹ,4,2,2,21.817,7.394,False,new
dần mở rộng. Những,4,2,2,21.816,8.135,False,new
về tay ai? Danh,4,2,2,21.816,7.226,False,new
trong lớp bùn dày,4,2,2,21.813,9.16,False,new
mùa thi. Cùng cập,4,2,2,21.813,6.407,False,new
thông điệp ý nghĩa:,4,2,2,21.813,5.18,False,new
Chủ tịch Hồ Chí,4,3,2,21.812,6.849,False,new
"bố. Đặc biệt, sân",4,2,2,21.811,3.525,False,new
"nhựa"". Hãy cùng nhìn",4,2,2,21.81,3.98,False,new
Hoa hậu Hoàn vũ,4,28,7,21.809,7.347,False,new
"hiệu, Hiệu quả tương",4,2,2,21.809,3.741,False,new
Mảnh ghép này giúp,4,2,2,21.809,4.721,False,new
"của Dinh Độc Lập,",4,3,2,21.808,8.638,False,new
"hỏi thường gặp, xây",4,2,2,21.808,3.019,False,new
học...phần lớn lãnh đạo,4,2,2,21.808,4.066,False,new
"theo FT, lối đi",4,2,2,21.808,10.384,False,new
Dinh Độc Lập mà,4,2,2,21.808,7.293,False,new
bị chây ì và,4,2,2,21.807,10.698,False,new
"Amazon, Facebook hay Tesla",4,2,2,21.807,5.75,False,new
cam kết xanh hóa.,4,2,2,21.807,6.264,False,new
"cử, vui lòng liên",4,3,3,21.806,3.855,False,new
"điệp hơn. Mỗi năm,",4,2,2,21.806,5.209,False,new
trên tàn dư đổ,4,2,2,21.805,9.243,False,new
"nào, bà Melinda vẫn",4,2,2,21.805,6.895,False,new
thu trên Tiki Ngon,4,2,2,21.805,4.71,False,new
giản dị nhất. Chính,4,2,2,21.805,3.678,False,new
hỏng hóc và nguy,4,2,2,21.805,4.262,False,new
xử phạt vi phạm,4,4,4,21.804,6.661,False,new
"khách. ""Mọi người vẫn",4,2,2,21.804,5.504,False,new
"rừng Amazon, ảnh chụp",4,2,2,21.804,5.87,False,new
"ngon, rẻ khiến mọi",4,3,3,21.803,4.386,False,new
"Lúc ấy, chiếc Tesla",4,2,2,21.803,7.319,False,new
"trẻ. Lần đầu tiên,",4,2,2,21.802,5.733,False,new
"khi đó, Larry Page",4,2,2,21.801,6.868,False,new
sẵn sàng thu gom,4,2,2,21.8,6.152,False,new
mối đe dọa lớn,4,2,2,21.798,7.856,False,new
bản dọn rác đông,4,2,2,21.798,8.126,False,new
"tìm vốn’rằng, TOPICA đã",4,2,2,21.796,9.827,False,new
thế. Khi bạn ép,4,2,2,21.795,4.548,False,new
"và Amazon, lũ lụt",4,2,2,21.795,9.725,False,new
tại Paris Motor Show,4,11,7,21.793,9.263,False,new
Bill Gates thừa nhận,4,3,2,21.793,7.387,False,new
thư khen ngợi hành,4,2,2,21.793,7.884,False,new
hoan nghênh và ủng,4,2,2,21.79,2.087,False,new
vô địch cricket thế,4,6,2,21.789,8.136,False,new
"dự phòng. Qua đó,",4,2,2,21.789,10.235,False,new
chiến dịch. BOO tổ,4,2,2,21.787,5.431,False,new
"Bộ Chính trị, Ban",4,3,2,21.786,7.119,False,new
hơn. *Vì sao anh,4,2,2,21.786,9.108,False,new
lộ về thói hư,4,2,2,21.786,4.2,False,new
Hạcũng tung hai hình,4,2,2,21.786,4.922,False,new
"của khách hàng"". ""Như",4,2,2,21.785,7.195,False,new
Nhựa WeDo bắt đầu,4,2,2,21.785,4.555,False,new
lành hơn. Hơn bao,4,2,2,21.785,4.857,False,new
"khác, Standard đang thiếu",4,2,2,21.784,8.168,False,new
thảm họa. Chúng ta,4,2,2,21.784,7.527,False,new
"gia Jeffrey Epstein, người",4,2,2,21.783,8.075,False,new
"yếu tố tiện lợi,",4,2,2,21.782,6.256,False,new
Samsung sẽ thay thế,4,2,2,21.781,6.418,False,new
"(pre-seed), nếu có team",4,2,2,21.78,2.744,False,new
thắt cổ chai năng,4,2,2,21.779,7.342,False,new
Diệu. Phim đã đóng,4,2,2,21.779,2.813,False,new
"ảnh. Lần này, cô",4,2,2,21.779,6.558,False,new
Kỹ thuật số VTC,4,2,2,21.777,5.07,False,new
Cơ quan An ninh,4,4,2,21.776,6.776,False,new
hiệu nghiệm. Lạm phát,4,2,2,21.775,6.199,False,new
"đoán. Trước đó, Google",4,2,2,21.775,4.908,False,new
chị Linh kể lại.,4,2,2,21.775,7.509,False,new
"thanh lịch, tinh tế.",4,4,4,21.774,7.353,False,new
mùa hè đúng nghĩa,4,5,4,21.773,7.194,False,new
luyến mãi không muốn,4,3,3,21.773,4.966,False,new
"hậu thế”, nhắc tới",4,2,2,21.773,7.559,False,new
tướng dưới lớp băng,4,2,2,21.773,4.477,False,new
tiết cực đoan xảy,4,4,2,21.772,4.534,False,new
"tiễn, thúc đẩy đổi",4,2,2,21.771,4.351,False,new
giữa). Dựa trên số,4,2,2,21.771,5.487,False,new
cô ở Sapa Bức,4,2,2,21.771,5.359,False,new
thua trên chấm mét,4,2,2,21.771,5.829,False,new
"trộm nhựa"",... cùng hàng",4,2,2,21.77,7.146,False,new
"sức thảm thiết, đánh",4,2,2,21.77,5.974,False,new
Partner Phim dự kiến,4,2,2,21.769,3.939,False,new
"Sau ""toxic"", dưới đây",4,2,2,21.768,8.634,False,new
"hầm rượu, nhà hàng",4,3,3,21.766,7.127,False,new
"thương hiệu, Hiệu quả",4,2,2,21.766,9.409,False,new
số vốn ‘khủng’ đó.,4,2,2,21.766,8.426,False,new
rừng. Nó cho phép,4,2,2,21.766,4.549,False,new
riêng cho bạn. Truy,4,3,3,21.765,4.998,False,new
"là gì"", bà Vân",4,2,2,21.765,8.692,False,new
nhiều lời khen ngợi.,4,4,4,21.764,6.313,False,new
bé lớp trường Marie,4,2,2,21.764,4.1,False,new
email? Hãy giải quyết,4,2,2,21.763,2.844,False,new
nhiều hơn mất. Đem,4,2,2,21.763,5.743,False,new
"cấp The Coffee House,",4,2,2,21.763,4.649,False,new
"độ"",gây ấn tượng vô",4,2,2,21.763,2.539,False,new
"hồ sơ đề cử,",4,3,3,21.762,5.106,False,new
bơi khỏa thân tại,4,2,2,21.762,7.987,False,new
Macedonia từ ngôi làng,4,2,2,21.762,4.15,False,new
"bàn bạc quá nhiều,",4,4,2,21.761,7.232,False,new
mưu cực kỳ xấu,4,2,2,21.761,5.425,False,new
"VAMC. Từ đó, chi",4,2,2,21.759,2.227,False,new
mũi tên bắn con,4,2,2,21.758,5.962,False,new
"bạn trẻ, KOL, doanh",4,2,2,21.758,7.747,False,new
thụt lùi so với,4,3,2,21.757,7.067,False,new
bày nghệ thuật. Cách,4,3,3,21.757,5.334,False,new
nhưng vẫn ‘chết’. Cái,4,2,2,21.757,8.526,False,new
"khỏi mục tiêu 1,5°C,",4,2,2,21.757,3.148,False,new
đầu (đã công bố),4,2,2,21.755,4.805,False,new
khủng bố tự xưng,4,2,2,21.754,4.998,False,new
"nước biển. ""Chúng ta",4,2,2,21.754,8.506,False,new
Trái đất vàđem đến,4,2,2,21.754,8.98,False,new
sẻ. Ông Trung Huỳnh,4,2,2,21.753,3.455,False,new
(Trung tâm Xuất sắc,4,2,2,21.753,5.923,False,new
Ảnh: Reuters. Người di,4,4,2,21.752,7.091,False,new
từng nếm trải khủng,4,2,2,21.752,7.009,False,new
Global Mobility còn dự,4,2,2,21.752,5.815,False,new
"tập đoàn khác, Standard",4,2,2,21.752,6.125,False,new
France 2024. Mọi người,4,2,2,21.752,6.314,False,new
người đây? Tương lai,4,2,2,21.751,8.26,False,new
mất tập trung. Bạn,4,2,2,21.75,7.071,False,new
"phổ biến rộng rãi,",4,2,2,21.75,6.007,False,new
viên. Bài học rút,4,2,2,21.75,5.068,False,new
Nội Tôi Là Đặc,4,4,2,21.749,2.278,False,new
thường là: Ý tưởng,4,2,2,21.749,8.945,False,new
House... Dịch vụ này,4,2,2,21.749,4.597,False,new
Thứ trưởng Giáo dục,4,2,2,21.749,7.115,False,new
mất. Mọi con đường,4,2,2,21.749,6.496,False,new
dụng. Và Wikipedia trang,4,2,2,21.748,4.867,False,new
"các tỉnh Đồng Tháp,",4,2,2,21.746,5.203,False,new
chuyện tranh đoạt kho,4,2,2,21.746,5.244,False,new
ngay tức thì [Phần,4,2,2,21.745,5.983,False,new
"sơ đề cử, vui",4,3,3,21.744,5.768,False,new
"như túi nylon, khăn",4,2,2,21.744,9.336,False,new
máy trả lời. Cuộc,4,2,2,21.743,7.101,False,new
mạng kẻ thù dễ,4,2,2,21.742,7.042,False,new
bang phái xã hội,4,2,2,21.742,7.93,False,new
"ở California, miền đông",4,4,2,21.741,10.078,False,new
Lan. Đến với huyện,4,3,3,21.741,3.233,False,new
lình xình trong năm,4,2,2,21.741,5.251,False,new
Ủy ban Liên Chính,4,2,2,21.741,5.161,False,new
cất cánh của fintech,4,2,2,21.738,4.736,False,new
sống bị đảo lộn.,4,2,2,21.738,3.417,False,new
"chiến dịch ""WeDo Cuộc",4,2,2,21.737,7.129,False,new
BOO mang tới slogan,4,2,2,21.737,3.807,False,new
việc tiếp theo. —Michelle,4,2,2,21.736,4.175,False,new
"kiểu Pháp, chẳng hạn",4,2,2,21.735,6.926,False,new
ASEAN. Để phục vụ,4,2,2,21.734,6.131,False,new
tiếp tục tấn cônglĩnh,4,2,2,21.734,4.591,False,new
ngăn chặn nguy cơ,4,3,3,21.732,6.067,False,new
thu. Giám đốc tài,4,2,2,21.732,3.545,False,new
"tảng, đứng giữa trung",4,2,2,21.731,3.361,False,new
Giải Nobel Vật lý,4,4,2,21.73,9.374,False,new
"gia khác, Samsung sẽ",4,2,2,21.729,6.176,False,new
"thưởng ""Nền tảng thương",4,2,2,21.729,4.454,False,new
"điệp trực diện, hướng",4,2,2,21.728,4.821,False,new
không đẹp mắt. Kiểu,4,2,2,21.728,6.519,False,new
"của ""Đại Đường Huyền",4,2,2,21.728,9.573,False,new
ro suy thoái kinh,4,2,2,21.727,2.715,False,new
nạn ô nhiễm môi,4,2,2,21.727,3.518,False,new
Im lặng mà làm,4,4,2,21.726,5.444,False,new
chứ. Hóng ngày có,4,2,2,21.726,5.718,False,new
"The Coffee House, họ",4,2,2,21.725,9.14,False,new
ứng dụng Food Delivery,4,2,2,21.724,5.966,False,new
"là ""bị đầu độc""",4,2,2,21.724,6.329,False,new
"trẻ. Hãy tham gia,",4,2,2,21.724,6.033,False,new
WeChoice Awards 2023sẽ được,4,2,2,21.723,8.628,False,new
hay triều cường nhấn,4,2,2,21.723,8.934,False,new
rất sai sai. Thế,4,2,2,21.722,7.741,False,new
AFF Cup giữa ĐT,4,2,2,21.722,3.117,False,new
tạo hình. Lứa diễn,4,2,2,21.722,7.633,False,new
"khó đòi, hầu như",4,2,2,21.721,10.556,False,new
du lịch trọn gói,4,4,4,21.719,7.481,False,new
công nghệ Mixed Reality,4,2,2,21.719,6.938,False,new
tái cấu trúc gã,4,2,2,21.718,4.327,False,new
"nhân, chấm dứt hơn",4,2,2,21.717,6.512,False,new
Phi Vânchia sẻ một,4,2,2,21.716,7.699,False,new
khởi chiếu vào 22/4.,4,2,2,21.716,4.395,False,new
tỷ phú. Họ luôn,4,2,2,21.715,9.071,False,new
an ninh trật tự,4,2,2,21.714,8.65,False,new
hán trên diện rộng.,4,2,2,21.714,2.039,False,new
"kinh hoàng, phá kỷ",4,4,2,21.713,7.111,False,new
đeo hỗ trợ giấc,4,4,3,21.712,3.807,False,new
Cơ sở hạ tầng,4,4,2,21.711,7.668,False,new
"vào ngày 14/7/2019. ""Siêu",4,4,4,21.711,6.501,False,new
"cán mốc tỷ USD,",4,2,2,21.71,6.74,False,new
"quyền. Nhìn chung, trong",4,2,2,21.71,6.321,False,new
phiếu FPT. Sang đến,4,2,2,21.71,6.467,False,new
nhiên liệu hóa thạch.,4,2,2,21.709,3.361,False,new
"minh ""là lựa chọn",4,2,2,21.708,7.425,False,new
"tiền, cho vay... Với",4,2,2,21.708,7.128,False,new
"Hơn bao giờ hết,",4,2,2,21.708,6.083,False,new
mình đến đền Nalanda,4,3,3,21.707,4.477,False,new
khoản ngân hàng. Lý,4,2,2,21.707,6.233,False,new
thì giai đoạn chệch,4,2,2,21.707,7.057,False,new
"trước, Liên Hợp Quốc",4,2,2,21.707,6.412,False,new
đương đại VCCA giới,4,2,2,21.707,6.567,False,new
trợ. *Tầm nhìn của,4,2,2,21.706,7.186,False,new
phương pháp giảng dạy,4,2,2,21.705,6.891,False,new
dựng bấy lâu nay.,4,2,2,21.704,6.112,False,new
"mãnh liệt, quyết không",4,3,3,21.703,7.04,False,new
chuyện bị vỡ lở,4,2,2,21.703,3.811,False,new
hấp thụ. Đó chính,4,2,2,21.703,8.127,False,new
"Phá Nhạc, sinh ra",4,2,2,21.703,6.813,False,new
Công viên Thống Nhất,4,4,4,21.702,7.618,False,new
một cổng USB-A Gen,4,2,2,21.702,7.334,False,new
chuyên Hà Nội Amsterdam,4,2,2,21.702,6.182,False,new
sẽ “trung thành” với,4,2,2,21.701,11.492,False,new
"sống năm, bà Melinda",4,2,2,21.7,5.325,False,new
cả đều ấp ủ,4,2,2,21.7,6.421,False,new
"Lại"" cảm ơn nhà",4,4,4,21.699,4.364,False,new
"trường), hoặc quy mô",4,2,2,21.699,2.993,False,new
Châu Á Thái Bình,4,10,7,21.698,7.151,False,new
lan man. Và cũng,4,2,2,21.698,7.576,False,new
buộc tội độc quyền,4,2,2,21.697,7.556,False,new
Một cô gái tị,4,2,2,21.697,5.885,False,new
"Q3/2015, Alphabet đã thu",4,2,2,21.696,3.942,False,new
nguồn dự trữ. Vì,4,2,2,21.696,7.139,False,new
thuê ngoài IT toàn,4,2,2,21.696,7.036,False,new
múi giờ nhằm phục,4,2,2,21.695,3.566,False,new
(DO) mới biết được.,4,2,2,21.694,4.085,False,new
phá nhờ Trí tuệ,4,2,2,21.694,3.572,False,new
"Tư khá dễ thương,",4,2,2,21.694,5.431,False,new
đợt nắng nóng kinh,4,4,2,21.693,5.358,False,new
"thực, đẹp mắt. Tuy",4,2,2,21.693,3.452,False,new
"gã khổng lồ này,",4,2,2,21.692,7.732,False,new
ngay. Kể cả nếu,4,2,2,21.692,6.352,False,new
sát Hungary đứng bên,4,2,2,21.692,6.542,False,new
nhân. Để chứng tỏ,4,2,2,21.691,4.278,False,new
"từ Gartner dự báo,",4,2,2,21.69,8.418,False,new
"thân với cha, Yên",4,2,2,21.689,4.797,False,new
Tư vấn PwC Việt,4,4,2,21.688,4.651,False,new
dự án dồn dập,4,2,2,21.688,6.846,False,new
ngập trong lớp bùn,4,2,2,21.686,3.66,False,new
"hội"". Từ đó, thử",4,2,2,21.686,2.393,False,new
cảnh Las Vegas từ,4,3,3,21.685,9.262,False,new
lợi nhuận. Bằng cách,4,2,2,21.685,9.551,False,new
"ở huyện Phú Quốc,",4,2,2,21.685,9.945,False,new
bà rất sợ hãi,4,4,2,21.684,6.701,False,new
nhiên liệu. Thậm chí,4,2,2,21.684,7.257,False,new
Vân nhớ lại. Và,4,2,2,21.682,7.339,False,new
vỡ. Một phụ nữ,4,2,2,21.682,5.126,False,new
cảm giác sợ hãi,4,2,2,21.681,7.189,False,new
Hong Kong nổi tiếng,4,3,3,21.68,7.755,False,new
đối hợp lý. Ẩm,4,3,3,21.68,4.848,False,new
Dzung Nguyễn:Tôi đã ở,4,2,2,21.68,6.383,False,new
"ký ứng dụngVinID, chủ",4,2,2,21.68,6.114,False,new
"tăng vài chục lần,",4,2,2,21.679,7.666,False,new
lập đỉnh đồng (đóng,4,2,2,21.679,3.094,False,new
nhựa đang ngăn cản,4,2,2,21.679,5.998,False,new
"House, khi order qua",4,2,2,21.678,5.539,False,new
“Covid-19 buộc chúng ta,4,2,2,21.678,3.978,False,new
"đây, CEOSendocho biết trang",4,2,2,21.675,6.444,False,new
đã ‘thai nghén’ trong,4,2,2,21.675,11.119,False,new
lo lắng bày tỏ,4,2,2,21.675,6.9,False,new
"cá nhân. Đặc biệt,",4,2,2,21.674,9.035,False,new
Huyền và bé Tôm,4,2,2,21.674,3.176,False,new
tay Apple lẫn Samsung.,4,2,2,21.673,6.489,False,new
"khóa tài khoản, nếu",4,2,2,21.672,7.63,False,new
"Ví dụ, mỗi chiếc",4,2,2,21.671,7.722,False,new
sát oan gia Trần,4,2,2,21.67,6.338,False,new
"hay Now, The Coffee",4,2,2,21.669,7.217,False,new
An ninh Nội địa,4,2,2,21.669,6.396,False,new
Ví dụ điển hình,4,4,4,21.668,8.284,False,new
Coffee House tìm ly,4,2,2,21.668,3.343,False,new
Đất. Hơn một nửa,4,2,2,21.668,4.093,False,new
nghỉ ngơi vừa thử,4,3,3,21.666,5.931,False,new
