term,n,freq,doc_freq,PMI,LRent,in_reference,status
vui lòng liên,3,10,9,12.418,6.288,False,new
25/8 đến hết,3,4,4,12.418,3.888,False,new
"ở Nhật Bản,",3,4,2,12.418,8.723,False,new
"lên sân khấu,",3,4,3,12.418,7.887,False,new
Hội nghị giao,3,4,2,12.417,7.141,False,new
kích thước lớn,3,6,6,12.416,7.744,False,new
tuân thủ quy,3,3,3,12.415,5.213,False,new
Ngân hàng Nhà,3,13,9,12.414,7.023,False,new
khảo Better Choice,3,4,2,12.414,3.374,False,new
"từ bây giờ,",3,3,2,12.414,9.174,False,new
xuyên đăng tải,3,3,3,12.413,6.313,False,new
con chip Snapdragon,3,3,2,12.411,7.861,False,new
kim loại nguyên,3,3,2,12.411,7.372,False,new
rác thải điện,3,4,2,12.409,6.257,False,new
thoa giữa nền,3,3,3,12.408,2.342,False,new
nghìn tỷ cây,3,4,2,12.405,6.43,False,new
"thăng chức, tăng",3,3,2,12.404,7.533,False,new
thiết thực. Giải,3,3,3,12.403,6.895,False,new
đáng lo ngại,3,7,7,12.402,8.338,False,new
Lũy kế tháng,3,3,3,12.399,6.743,False,new
ra sai sót,3,4,3,12.398,6.888,False,new
mừng chiến thắng,3,14,5,12.396,6.512,False,new
mộ bóng đá,3,5,4,12.396,4.805,False,new
không ngại lấm,3,9,4,12.395,7.216,False,new
FT nhận định,3,4,2,12.395,5.192,False,new
ăn mừng chiến,3,15,3,12.394,6.873,False,new
"kì, trên hết",3,5,3,12.394,4.737,False,new
giành học bổng,3,5,2,12.392,6.994,False,new
gỡ khó khăn,3,3,2,12.392,6.037,False,new
"đại dịch Covid-19,",3,5,4,12.391,7.236,False,new
đoan xảy ra,3,4,2,12.391,4.961,False,new
Xuân Son gặp,3,3,2,12.391,6.898,False,new
cơ sở hạ,3,37,14,12.389,6.6,False,new
dây chuyền công,3,4,3,12.389,5.993,False,new
nền văn hoá,3,4,4,12.387,7.277,False,new
bị sa thải,3,6,4,12.384,7.716,False,new
thần xuyên suốt,3,3,3,12.384,5.813,False,new
kiểm soát chi,3,4,4,12.38,6.335,False,new
"đất xanh hơn,",3,4,2,12.379,8.728,False,new
"Và cuối cùng,",3,3,3,12.379,8.777,False,new
bao quanh đài,3,3,2,12.378,8.189,False,new
vinh danh Top,3,6,3,12.377,6.437,False,new
Lễ trao giải,3,15,12,12.376,7.724,False,new
giảm lãi suất,3,12,6,12.376,8.895,False,new
sở giáo dục,3,7,4,12.376,7.146,False,new
dò ý kiến,3,4,4,12.376,4.517,False,new
"nói ""Khách hàng",3,4,2,12.374,9.909,False,new
bàn thắng xấu,3,3,3,12.373,7.352,False,new
"thoại di động,",3,3,3,12.372,5.149,False,new
châu Á Thái,3,6,6,12.368,6.02,False,new
"lĩnh vực AI,",3,4,4,12.367,6.152,False,new
tướng Nguyễn Xuân,3,5,4,12.364,3.383,False,new
Trước đây Hong,3,3,3,12.363,6.07,False,new
cổ điển châu,3,4,4,12.361,6.738,False,new
nhất. Dưới đây,3,4,4,12.36,7.304,False,new
hứa hẹn sẽ,3,35,31,12.359,8.661,False,new
thông quảng đại.,3,3,3,12.359,8.176,False,new
TOPICA khu vực,3,4,2,12.355,7.122,False,new
tịch Liên đoàn,3,3,3,12.353,5.191,False,new
xếp giai đoạn,3,4,2,12.35,7.977,False,new
"hộ gia đình,",3,4,4,12.35,5.099,False,new
Lễ Tình nhân,3,3,2,12.349,8.247,False,new
mạng xã hội,3,85,46,12.348,9.065,False,new
Nam Phi. Những,3,3,3,12.348,6.024,False,new
nhuận sau thuế,3,21,9,12.347,4.431,False,new
giáo dục thường,3,7,3,12.347,8.369,False,new
sĩ đình đám,3,3,2,12.347,5.746,False,new
đại. Tất cả,3,3,3,12.347,6.165,False,new
dậy mạnh mẽ,3,3,3,12.346,5.965,False,new
phân giải Full,3,9,6,12.344,5.356,False,new
"cá nhân, tổ",3,6,4,12.343,5.5,False,new
kế mỏng nhẹ,3,4,3,12.342,5.534,False,new
"hàng trả chậm,",3,3,3,12.342,6.01,False,new
chức vô địch,3,19,13,12.338,4.823,False,new
lập kỷ lục,3,7,5,12.338,7.066,False,new
trình diễn (Show,3,4,3,12.338,3.199,False,new
đẳng cấp quý,3,4,4,12.334,7.076,False,new
"cỏ, tiếp tục",3,3,2,12.334,5.336,False,new
bước ngoặt quan,3,3,3,12.327,7.403,False,new
phiên bản cũ.,3,3,2,12.324,6.785,False,new
Vegas Nếu bạn,3,3,3,12.322,4.693,False,new
bảng điều khiển,3,7,4,12.321,6.616,False,new
tình trạng căng,3,3,2,12.321,6.351,False,new
Điện tử Samsung,3,3,3,12.317,7.831,False,new
bại Thái Lan,3,3,2,12.317,5.38,False,new
"Trung Quốc, Nhật",3,3,3,12.317,7.15,False,new
muốn tôn vinh,3,5,5,12.315,6.086,False,new
đăng ký xét,3,6,5,12.314,7.462,False,new
"biến từ bơ,",3,3,3,12.313,3.925,False,new
thủy văn quốc,3,3,2,12.313,4.404,False,new
May mắn là,3,4,4,12.312,8.522,False,new
như mong đợi.,3,5,5,12.31,8.194,False,new
mạng lưới thần,3,4,3,12.308,8.488,False,new
"Chính vì thế,",3,9,9,12.307,8.062,False,new
bản cập nhật,3,9,3,12.307,8.077,False,new
dục thường xuyên,3,5,3,12.307,5.031,False,new
"lãnh đạo, chỉ",3,3,2,12.306,8.411,False,new
nghệ thuật. Từ,3,4,4,12.305,5.51,False,new
"Theo kế hoạch,",3,5,5,12.304,8.567,False,new
trị bền vững,3,4,3,12.304,5.335,False,new
trách nhiệm hữu,3,3,2,12.304,7.518,False,new
cuộc bầu cử,3,7,4,12.303,7.909,False,new
chuyến du lịch,3,6,6,12.303,6.605,False,new
"thứ Sáu, ngày",3,5,5,12.303,9.972,False,new
"Pháp, tìm hiểu",3,4,4,12.301,6.866,False,new
"bò,... Không những",3,3,3,12.301,5.454,False,new
trước thềm chung,3,4,3,12.3,8.819,False,new
nghệ chống rung,3,4,2,12.3,4.385,False,new
chuyện tranh đoạt,3,4,2,12.299,4.163,False,new
đau buồn nhất,3,3,2,12.298,7.698,False,new
Singapore Philippines và,3,4,2,12.297,9.465,False,new
bài kiểm tra,3,5,5,12.296,8.097,False,new
Bắc Cực không,3,4,2,12.296,8.252,False,new
văn hoá Anh,3,3,3,12.296,9.228,False,new
Điều Bộ luật,3,6,2,12.295,8.559,False,new
viễn tài khoản,3,6,2,12.295,6.548,False,new
hỗ trợ giấc,3,4,3,12.293,5.982,False,new
ẩn dưới màn,3,4,2,12.292,4.905,False,new
quảng bá hình,3,3,3,12.292,8.921,False,new
chứa thông điệp,3,3,3,12.292,6.68,False,new
"sóc khách hàng,",3,4,2,12.289,4.197,False,new
ban lãnh đạo,3,11,7,12.288,8.474,False,new
"quản lý, sử",3,9,4,12.288,5.59,False,new
thời gian ngắn.,3,4,4,12.288,5.849,False,new
"chính xác, sang",3,3,3,12.288,9.547,False,new
mục “Sản phẩm,3,4,4,12.287,8.384,False,new
động vật hoang,3,20,6,12.286,5.256,False,new
hứa hẹn mang,3,8,7,12.284,7.083,False,new
đã phê duyệt,3,5,5,12.283,9.33,False,new
kiến trái chiều,3,5,4,12.283,6.885,False,new
lời phỏng vấn,3,5,5,12.282,5.248,False,new
"truyền thống, tiết",3,3,3,12.281,8.519,False,new
rõ rệt nhất,3,3,3,12.28,8.236,False,new
xảy ra. Những,3,3,3,12.279,8.292,False,new
ra khái niệm,3,5,5,12.278,8.208,False,new
"cán bộ, công",3,4,3,12.277,6.707,False,new
Phòng thí nghiệm,3,4,4,12.277,7.529,False,new
"nhân tạo (AI),",3,4,4,12.276,5.687,False,new
"Mới đây, trang",3,3,3,12.276,7.207,False,new
tạp hoá kinh,3,3,3,12.275,4.446,False,new
của Dinh Độc,3,18,3,12.274,8.308,False,new
"quốc gia, vùng",3,3,3,12.274,8.65,False,new
"nhiệm vụ, giải",3,5,2,12.273,7.326,False,new
thấu hiểu khách,3,3,3,12.273,5.406,False,new
khu xung quanh,3,3,3,12.273,8.032,False,new
Song song với,3,9,9,12.272,8.832,False,new
đội ngũ lãnh,3,4,3,12.272,5.332,False,new
xung quanh đường,3,3,3,12.27,8.602,False,new
bằng buổi họp,3,3,3,12.27,8.198,False,new
lan tỏa thông,3,3,3,12.27,6.602,False,new
Ông Hoàng Văn,3,3,3,12.269,8.818,False,new
Đi kèm với,3,8,7,12.267,8.636,False,new
Hong Kong là,3,6,3,12.267,9.12,False,new
bị buộc tội,3,3,3,12.266,6.654,False,new
gây ấn tượng,3,36,30,12.264,9.143,False,new
cổ phiếu FPT,3,8,2,12.263,8.202,False,new
"tự, an toàn",3,3,2,12.263,5.425,False,new
xung đột giữa,3,3,3,12.263,8.436,False,new
giải quyết triệt,3,5,5,12.261,6.276,False,new
lây nhiễm của,3,3,2,12.261,8.457,False,new
"giới hạn, thúc",3,3,3,12.261,5.189,False,new
phản hồi xúc,3,3,2,12.259,7.948,False,new
rộng phạm vi,3,5,4,12.258,6.168,False,new
chuỗi cung ứng,3,20,16,12.257,7.167,False,new
hẹn hò với,3,10,4,12.257,7.073,False,new
khỏi vùng an,3,3,3,12.257,5.513,False,new
cần cân nhắc,3,6,6,12.255,7.391,False,new
"đổi số, FPT",3,4,2,12.255,6.46,False,new
phải vật lộn,3,4,4,12.255,6.586,False,new
đồ lưu niệm,3,4,4,12.255,8.102,False,new
đẹp Tây Ban,3,6,4,12.254,6.102,False,new
cuộc chạy đua,3,5,3,12.254,7.785,False,new
nhận dạng khuôn,3,11,6,12.253,6.087,False,new
Choice Awards tôn,3,3,3,12.253,2.947,False,new
camera góc siêu,3,5,4,12.252,8.159,False,new
chấm dứt sự,3,4,2,12.252,8.8,False,new
gây tiếng vang,3,4,4,12.251,7.319,False,new
"Đặc biệt, nếu",3,3,3,12.25,8.943,False,new
trợ đắc lực,3,3,3,12.249,6.058,False,new
vỏ bọc của,3,3,2,12.249,9.218,False,new
mua sắm trực,3,5,5,12.248,6.309,False,new
"và Tiki, song",3,3,3,12.246,10.484,False,new
những cơn bão,3,6,5,12.245,8.219,False,new
năm tồi tệ,3,3,3,12.24,7.83,False,new
toàn cảnh Las,3,3,3,12.24,4.486,False,new
Ấn Độ và,3,8,5,12.238,9.68,False,new
một bữa tiệc,3,3,3,12.238,7.866,False,new
thu thập dữ,3,7,7,12.237,4.918,False,new
làm gián đoạn,3,5,2,12.237,9.676,False,new
cá nhân. Các,3,3,3,12.236,9.322,False,new
tỷ phú Elon,3,7,7,12.235,5.18,False,new
nhiều mục. Bình,3,4,4,12.234,8.242,False,new
"Sáng tạo"" có",3,3,3,12.233,7.631,False,new
Đại học Oxford,3,9,5,12.232,6.988,False,new
Cực không hề,3,4,2,12.231,4.335,False,new
khoán Bản Việt,3,4,3,12.229,2.475,False,new
"ngày 1/9/2025, tiếp",3,3,3,12.227,7.903,False,new
chuyển đổi số.,3,14,9,12.225,8.122,False,new
điều chỉnh nguyện,3,8,3,12.224,6.787,False,new
kiện tầm cỡ,3,3,2,12.224,4.481,False,new
miện Hoa hậu,3,3,3,12.222,4.399,False,new
Kong nổi tiếng,3,3,3,12.219,4.45,False,new
bàn thắng gỡ,3,3,3,12.219,7.395,False,new
Cách tiếp cận,3,4,4,12.218,7.74,False,new
vậy. Chúng ta,3,3,3,12.218,5.854,False,new
"thực cao cấp""",3,3,3,12.217,5.735,False,new
Hàng ngàn người,3,4,3,12.214,8.709,False,new
luôn cố gắng,3,5,5,12.212,8.638,False,new
phục dạ hội,3,5,4,12.212,8.923,False,new
Coffee House phải,3,6,2,12.211,5.899,False,new
sát nhân máu,3,3,2,12.211,5.579,False,new
năm 2023. Đêm,3,5,5,12.21,7.216,False,new
"Bản, một đợt",3,4,2,12.209,3.444,False,new
kỹ lưỡng về,3,5,4,12.208,10.004,False,new
Tại hội chợ,3,4,4,12.206,8.152,False,new
chỉ đơn thuần,3,12,11,12.204,7.791,False,new
ghé thăm các,3,4,4,12.204,7.984,False,new
câu trả lời,3,23,22,12.203,8.343,False,new
Hoàng gia Thụy,3,7,4,12.203,6.094,False,new
những ngọn núi,3,3,2,12.203,8.159,False,new
thưởng Better Choice,3,8,7,12.2,2.856,False,new
ty chứng khoán,3,7,6,12.2,4.049,False,new
dấn thân vào,3,4,4,12.199,6.962,False,new
vi phạm pháp,3,6,4,12.198,8.333,False,new
chức Better Choice,3,15,6,12.196,2.44,False,new
khu vực Singapore,3,4,2,12.196,6.905,False,new
phản ánh rõ,3,3,3,12.196,7.752,False,new
mệt mỏi với,3,3,3,12.195,8.784,False,new
phân khúc phổ,3,4,4,12.194,5.707,False,new
dây siêu nhanh,3,4,2,12.193,5.794,False,new
nghệ thuật Miami,3,3,3,12.191,3.37,False,new
khuyến khích các,3,8,8,12.19,8.602,False,new
voucher mua hàng,3,3,2,12.19,6.696,False,new
danh thủ David,3,7,5,12.189,6.397,False,new
văn hóa ẩm,3,5,4,12.189,5.608,False,new
Chia sẻ về,3,11,10,12.187,8.768,False,new
trên sân khấu.,3,4,4,12.187,7.919,False,new
Đổi mới sáng,3,56,18,12.185,5.629,False,new
ký kết thỏa,3,7,4,12.185,4.127,False,new
tỷ phú đô,3,4,2,12.185,7.431,False,new
chi phí ẩn,3,4,2,12.185,8.181,False,new
đỡ nhiệt tình,3,3,2,12.185,4.644,False,new
ai nấy cũng,3,3,3,12.184,8.06,False,new
đeo hỗ trợ,3,4,3,12.183,7.116,False,new
tầng lớp trung,3,3,3,12.183,4.831,False,new
"nghìn tỷ đồng,",3,4,3,12.182,6.415,False,new
chấm thẩm định,3,4,2,12.182,8.876,False,new
màn hình OLED,3,11,9,12.181,7.215,False,new
trưng bày tượng,3,3,3,12.181,7.136,False,new
sách tiền tệ,3,6,6,12.178,4.921,False,new
nguyện vọng đăng,3,4,2,12.178,5.618,False,new
Mối quan hệ,3,6,6,12.175,5.353,False,new
tỷ USD. Con,3,3,2,12.173,7.177,False,new
ăn uống khoa,3,3,2,12.173,5.831,False,new
năm 2018. Hậu,3,4,2,12.171,7.762,False,new
nhân tạo (AI),3,8,8,12.17,5.882,False,new
xoay quanh cuộc,3,5,3,12.167,7.152,False,new
"A, làm sao",3,4,2,12.167,6.55,False,new
tai nạn giao,3,3,3,12.166,7.709,False,new
nâng tầm nghề,3,3,3,12.166,7.546,False,new
"cùng phát triển"".",3,3,3,12.164,5.71,False,new
"""Thiết bị chơi",3,3,3,12.164,5.316,False,new
"biệt, sân khấu",3,3,3,12.164,4.995,False,new
phố không ngủ.,3,3,3,12.162,2.861,False,new
kỳ World Cup,3,14,5,12.161,7.997,False,new
người Thụy Điển,3,3,3,12.161,7.187,False,new
tình huống cố,3,3,2,12.159,7.571,False,new
David Beckham tại,3,3,2,12.158,8.529,False,new
thói quen sử,3,4,4,12.157,4.461,False,new
chiếm tỉ trọng,3,3,3,12.157,8.15,False,new
tổng lượng CO2,3,3,3,12.157,6.951,False,new
lãnh đạo FPT,3,4,2,12.156,7.504,False,new
xanh mát bạn,3,3,3,12.156,7.855,False,new
khu dân cư,3,5,4,12.154,6.531,False,new
tỏa thông điệp,3,3,3,12.154,6.198,False,new
"ảnh sắc nét,",3,4,4,12.152,5.89,False,new
sơ xét tuyển,3,4,4,12.151,5.834,False,new
an ninh quốc,3,10,6,12.15,6.749,False,new
sẵn sàng đưa,3,3,3,12.15,7.226,False,new
cậu con trai,3,3,2,12.15,7.831,False,new
"đồng, gấp lần",3,3,2,12.147,5.095,False,new
"Hoa Kỳ, ngày",3,3,2,12.147,10.06,False,new
"chuyển đổi số,",3,18,8,12.145,8.39,False,new
không phải là,3,4,4,12.144,9.625,False,new
Làng thể thao,3,4,3,12.143,6.234,False,new
đến nghỉ ngơi,3,3,3,12.142,7.851,False,new
chục triệu USD,3,4,4,12.14,5.947,False,new
một Bắc Cực,3,4,2,12.14,6.928,False,new
hẹp khoảng cách,3,3,3,12.14,6.955,False,new
siêu nhỏ gọn,3,3,3,12.14,7.82,False,new
và Show Icon,3,4,2,12.139,9.58,False,new
trên lớp cát,3,3,3,12.139,8.845,False,new
"màn hình cong,",3,5,4,12.138,6.672,False,new
phòng chống thiên,3,5,2,12.138,7.001,False,new
Trung tâm Nghiên,3,3,3,12.137,4.34,False,new
vực Tây Bắc,3,3,2,12.137,4.403,False,new
mã nguồn mở,3,5,3,12.134,6.775,False,new
"đẹp văn hóa,",3,4,4,12.134,6.768,False,new
ngốn thời gian,3,4,2,12.133,6.002,False,new
bảo tồn thiên,3,3,2,12.133,6.759,False,new
"Tháng vừa qua,",3,3,3,12.132,8.594,False,new
về AFF Cup,3,11,10,12.131,9.733,False,new
ý chí kiên,3,4,3,12.131,5.728,False,new
kém hấp dẫn,3,3,3,12.128,6.656,False,new
hàng trăm nghìn,3,6,6,12.124,6.988,False,new
Nguồn: Tổng hợp,3,4,4,12.124,7.557,False,new
chứng rõ ràng,3,3,3,12.122,7.651,False,new
máy thủy điện,3,7,3,12.121,7.919,False,new
đông thường niên,3,5,3,12.121,6.935,False,new
"hệ sinh thái,",3,6,5,12.119,5.957,False,new
khiển âm thanh,3,3,2,12.118,4.169,False,new
con giáp tuổi,3,15,3,12.117,9.353,False,new
Thế giới Mireia,3,6,4,12.117,5.484,False,new
Dàn nghệ sĩ,3,3,3,12.115,7.423,False,new
sự bùng nổ,3,9,9,12.114,7.873,False,new
việc sa thải,3,5,5,12.114,7.991,False,new
chữ số thập,3,4,2,12.113,5.543,False,new
dịch bệnh Covid-19,3,3,3,12.112,7.333,False,new
gói hỗ trợ,3,5,4,12.11,8.134,False,new
gần gấp đôi,3,4,4,12.108,8.856,False,new
vụ tai nạn,3,6,5,12.107,5.827,False,new
thẻ thanh toán,3,4,2,12.106,8.467,False,new
thoải mái sau,3,3,3,12.106,7.415,False,new
lãnh thổ trên,3,3,3,12.105,8.825,False,new
chia cổ tức,3,19,3,12.1,8.925,False,new
những khoảnh khắc,3,23,17,12.099,8.525,False,new
Bất chấp việc,3,3,3,12.099,8.935,False,new
sinh. Chính vì,3,3,3,12.099,6.846,False,new
tiết kiệm điện,3,15,7,12.098,7.091,False,new
bất động sản.,3,11,2,12.098,7.808,False,new
giữa văn hoá,3,3,3,12.097,7.775,False,new
hệ thống quạt,3,3,2,12.095,5.457,False,new
không chùn bước,3,3,3,12.093,9.138,False,new
xuống mức thấp,3,8,7,12.092,7.234,False,new
Vòng chung kết,3,4,3,12.091,5.939,False,new
xuất ô tô,3,21,7,12.09,7.997,False,new
tưởng đột phá,3,4,2,12.09,7.031,False,new
Chuyện tình cảm,3,6,4,12.088,5.929,False,new
góc siêu rộng,3,6,4,12.088,7.959,False,new
"mới Sáng tạo,",3,4,3,12.087,9.484,False,new
rực rỡ với,3,3,3,12.087,8.691,False,new
SAG Awards đã,3,3,2,12.087,6.654,False,new
tưởng chừng như,3,7,7,12.086,8.767,False,new
như bà Jenny,3,4,2,12.086,6.73,False,new
mô hình trạm,3,4,2,12.086,5.88,False,new
"đây vài ngày,",3,3,3,12.086,7.948,False,new
tại châu Âu.,3,4,4,12.084,8.589,False,new
gắn liền với,3,16,15,12.082,9.801,False,new
chuyến thăm nước,3,5,2,12.082,8.01,False,new
cập nhật liên,3,3,3,12.082,5.604,False,new
thuật. Từ việc,3,4,4,12.081,6.382,False,new
ngành Quản trị,3,4,2,12.08,8.581,False,new
phải chịu đựng,3,4,3,12.079,7.676,False,new
đầu hẹn hò,3,3,3,12.078,6.511,False,new
sử loài người.,3,3,3,12.078,8.721,False,new
Điểm xét tuyển,3,4,4,12.077,8.006,False,new
được chiêm ngưỡng,3,3,3,12.077,8.81,False,new
thử vận đỏ,3,3,3,12.076,7.769,False,new
cộng đồng mạng.,3,4,4,12.074,6.897,False,new
kết AFF Cup,3,5,4,12.072,8.948,False,new
"lại sân cỏ,",3,3,2,12.072,6.589,False,new
lĩnh vực Hóa,3,4,2,12.071,5.751,False,new
kênh mạng xã,3,5,5,12.07,4.867,False,new
hiệu bền vững,3,7,3,12.069,7.043,False,new
trưng như xôi,3,3,3,12.069,5.2,False,new
vòng phỏng vấn,3,3,2,12.069,5.484,False,new
khu vực nông,3,7,6,12.066,5.952,False,new
"tổ chức, cá",3,6,2,12.066,5.885,False,new
phong phú thêm,3,4,3,12.066,8.33,False,new
đẹp văn hoá,3,3,3,12.066,6.594,False,new
ngăn chặn sự,3,3,3,12.066,8.135,False,new
thương mại điện,3,45,19,12.065,8.049,False,new
giáo dục trực,3,3,3,12.064,5.85,False,new
lẻ và nhượng,3,8,2,12.063,2.829,False,new
khai thác chủ,3,3,3,12.062,6.867,False,new
xử lý Intel,3,10,6,12.06,6.707,False,new
"Vật lý, cũng",3,4,2,12.06,6.392,False,new
dấu chấm hết,3,3,3,12.06,6.652,False,new
Runway và Show,3,4,2,12.059,5.091,False,new
riêng rẽ với,3,4,2,12.058,9.668,False,new
Ở góc nhìn,3,4,2,12.057,8.715,False,new
nghìn tỷ USD.,3,4,4,12.057,7.06,False,new
nét đẹp văn,3,8,8,12.056,6.183,False,new
ninh điều tra,3,5,2,12.056,4.393,False,new
danh sách đen,3,4,2,12.052,7.648,False,new
cài đặt thêm,3,5,2,12.051,7.669,False,new
hay không. Nếu,3,4,4,12.051,9.771,False,new
quá xa lạ,3,4,3,12.049,8.158,False,new
"gốc từ Pháp,",3,3,3,12.048,5.654,False,new
"trong lành, xanh",3,3,3,12.048,10.254,False,new
trình chinh phục,3,8,8,12.046,6.265,False,new
giai đoạn cuối,3,6,5,12.046,5.499,False,new
giơ máy lên,3,3,3,12.045,7.04,False,new
"khúc cao cấp,",3,4,4,12.043,4.474,False,new
bị phá hủy,3,4,3,12.043,6.454,False,new
"từ tiếng Latin,",3,4,2,12.043,6.515,False,new
"Hội nghị này,",3,3,3,12.041,8.614,False,new
"kế sang trọng,",3,4,4,12.04,5.742,False,new
vi mua sắm,3,3,3,12.04,7.197,False,new
Cổng dịch vụ,3,3,2,12.036,7.43,False,new
"Ban tổ chức,",3,3,3,12.034,6.339,False,new
tại Hà Nội.,3,16,13,12.033,8.969,False,new
điện thoại di,3,15,12,12.033,6.826,False,new
xe ô tô,3,14,11,12.033,8.65,False,new
Không phải ngẫu,3,3,2,12.033,6.446,False,new
như Paris Motor,3,5,3,12.032,6.654,False,new
ban tổ chức,3,52,23,12.031,9.173,False,new
"trẻ, đặc biệt",3,3,3,12.031,5.951,False,new
Cách đây vài,3,3,3,12.031,7.935,False,new
"chức, tăng lương",3,4,2,12.028,4.275,False,new
bàn bạc quá,3,4,2,12.027,8.277,False,new
chức khai giảng,3,4,3,12.027,3.408,False,new
chủ tịch Hội,3,7,3,12.026,6.756,False,new
gần đây. Bạn,3,3,3,12.025,7.967,False,new
"khác. Ngoài ra,",3,5,5,12.024,9.146,False,new
vương miện cho,3,4,3,12.024,8.311,False,new
sự thoải mái,3,9,9,12.022,8.319,False,new
mối quan hệ,3,60,36,12.021,6.771,False,new
lượng khí thải,3,25,12,12.021,6.94,False,new
Kim Sang-sik đã,3,4,4,12.021,9.251,False,new
"giới. Tại đây,",3,3,3,12.021,4.9,False,new
gắng hết sức,3,9,9,12.02,3.765,False,new
khổng lồ thương,3,3,2,12.02,5.988,False,new
chức. Với chủ,3,3,3,12.02,4.384,False,new
hãng ô tô,3,5,5,12.018,7.825,False,new
khuôn khổ sự,3,6,6,12.016,7.415,False,new
Các cặp đôi,3,4,4,12.015,9.505,False,new
tâm Hawker để,3,3,3,12.014,8.836,False,new
tục cập nhật,3,4,4,12.013,5.025,False,new
tuyển Thái Lan,3,14,6,12.012,6.97,False,new
vị xoay quanh,3,3,2,12.011,7.909,False,new
Trong bối cảnh,3,13,12,12.01,10.584,False,new
phối hợp chặt,3,3,3,12.009,5.027,False,new
chặt chẽ với,3,3,3,12.009,8.693,False,new
chức vào 18h30,3,4,4,12.008,2.351,False,new
vai trò giám,3,4,2,12.008,5.157,False,new
mà gã khổng,3,3,3,12.007,6.848,False,new
"và ủng hộ,",3,3,3,12.007,9.226,False,new
dục thể thao.,3,3,2,12.005,4.147,False,new
"nhiều yếu tố,",3,3,3,12.005,6.131,False,new
Kỳ thi Olympic,3,3,2,12.004,6.049,False,new
sao The Coffee,3,4,2,12.003,4.689,False,new
thủ nặng ký,3,4,4,12.003,7.009,False,new
tiến vượt bậc,3,4,4,12.003,6.734,False,new
kết Miss Grand,3,4,2,12.003,7.502,False,new
năng chống ồn,3,7,3,12.002,5.418,False,new
chiếc ống kính,3,5,2,12.001,8.286,False,new
"bộ, công chức,",3,4,3,12.0,5.703,False,new
quãng thời gian,3,4,4,12.0,6.882,False,new
cánh cửa mở,3,4,4,12.0,6.748,False,new
bất cứ đâu,3,4,4,12.0,8.312,False,new
"tiềm năng, nhưng",3,3,3,12.0,8.874,False,new
thăng tiến rộng,3,3,3,12.0,7.783,False,new
"dưới màn hình,",3,3,3,11.999,8.572,False,new
giải Better Choice,3,25,13,11.996,5.684,False,new
có khát khao,3,4,2,11.996,8.081,False,new
trưởng Bộ Ngoại,3,3,2,11.995,4.537,False,new
cảnh lãi suất,3,4,4,11.994,7.868,False,new
phạm Hà Nội,3,3,2,11.993,6.463,False,new
Hong Kong với,3,3,3,11.991,8.986,False,new
chiến binh cổ,3,4,3,11.987,7.184,False,new
"phân giải MP,",3,3,2,11.987,6.073,False,new
mộng để nghỉ,3,3,3,11.985,5.454,False,new
sao Michielin với,3,3,3,11.985,9.266,False,new
mùa Giáng sinh,3,6,3,11.984,8.84,False,new
hệ sinh thái.,3,4,2,11.983,5.492,False,new
dễ dàng hơn.,3,8,8,11.982,9.237,False,new
nhiều thách thức.,3,4,3,11.981,7.594,False,new
Theo Báo cáo,3,3,3,11.981,9.824,False,new
dữ liệu khổng,3,4,4,11.979,5.015,False,new
đáng cân nhắc,3,3,3,11.979,7.642,False,new
Tốc độ tăng,3,5,5,11.978,6.262,False,new
cổng đề cử,3,6,6,11.977,7.454,False,new
Thương mại điện,3,3,3,11.977,6.517,False,new
lượng rác thải,3,3,2,11.977,6.94,False,new
sự ủng hộ,3,15,14,11.976,8.786,False,new
phong cách ẩm,3,6,3,11.975,4.808,False,new
"pháp, dịch vụ",3,3,3,11.975,6.651,False,new
chấp nhận rủi,3,3,2,11.974,4.16,False,new
"ra. Ngoài ra,",3,3,3,11.974,7.611,False,new
triển mạnh mẽ.,3,7,7,11.973,5.103,False,new
"lục, được coi",3,4,2,11.973,2.914,False,new
HĐQT Công ty,3,4,3,11.973,6.381,False,new
người Pháp. Đối,3,3,3,11.973,5.655,False,new
mang đậm dấu,3,3,3,11.972,7.764,False,new
"tỷ đồng, gấp",3,3,2,11.971,6.778,False,new
núi lên đỉnh,3,3,3,11.969,6.272,False,new
phim kinh dị,3,16,9,11.968,7.319,False,new
trên chấm phạt,3,3,2,11.968,8.635,False,new
hầu hết mọi,3,6,6,11.967,6.995,False,new
giúp đỡ nhiệt,3,3,2,11.967,8.233,False,new
Nhưng chắc chắn,3,4,4,11.966,8.375,False,new
thảm họa tự,3,3,2,11.966,7.744,False,new
Bộ Ngoại giao,3,3,3,11.966,7.954,False,new
Tây hiện đại.,3,3,3,11.966,6.637,False,new
rủi ro cho,3,6,5,11.965,8.623,False,new
hạng mục Thương,3,4,2,11.965,5.198,False,new
nhanh chóng cải,3,3,3,11.964,6.268,False,new
đêm Chung kết,3,3,2,11.963,6.878,False,new
những thắc mắc,3,4,4,11.962,8.146,False,new
con số 0.,3,3,3,11.962,5.746,False,new
nhằm giảm thiểu,3,3,2,11.962,8.504,False,new
"rõ ràng, chúng",3,3,3,11.96,6.053,False,new
nên phức tạp,3,3,3,11.959,6.655,False,new
mệt mỏi và,3,4,4,11.958,9.901,False,new
Hoàng Nam Tiến,3,3,2,11.958,6.966,False,new
trên Trái Đất,3,8,8,11.957,9.288,False,new
